County,District code,District name,LA Classification,Middle SOA code,Middle SOA name,Morphology & Context combined name (MSOA),Lower SOA code,Lower SOA name,Combined Morphology & Context (LSOA),COA code,Combined Morphology & Context (COA),Ward code,Ward name,Combined Morphology & Context (ward)
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025087,Lancaster 004C,Urban > 10K - Less Sparse,30UHGG0011,Urban >10K - Less Sparse,30UHGG,Bare,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025087,Lancaster 004C,Urban > 10K - Less Sparse,30UHGG0012,Urban >10K - Less Sparse,30UHGG,Bare,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025161,Lancaster 004D,Urban > 10K - Less Sparse,30UHHG0002,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025161,Lancaster 004D,Urban > 10K - Less Sparse,30UHHG0004,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025161,Lancaster 004D,Urban > 10K - Less Sparse,30UHHG0005,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025161,Lancaster 004D,Urban > 10K - Less Sparse,30UHHG0006,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005224,Lancaster 004,Urban > 10K - Less Sparse,E01025161,Lancaster 004D,Urban > 10K - Less Sparse,30UHHG0023,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025108,Lancaster 005A,Town and Fringe - Less Sparse,30UHGP0002,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025108,Lancaster 005A,Town and Fringe - Less Sparse,30UHGP0003,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025108,Lancaster 005A,Town and Fringe - Less Sparse,30UHGP0004,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025108,Lancaster 005A,Town and Fringe - Less Sparse,30UHGP0007,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025109,Lancaster 005B,Town and Fringe - Less Sparse,30UHGP0001,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025109,Lancaster 005B,Town and Fringe - Less Sparse,30UHGP0005,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025109,Lancaster 005B,Town and Fringe - Less Sparse,30UHGP0006,Hamlet & Isolated Dwellings - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025109,Lancaster 005B,Town and Fringe - Less Sparse,30UHGP0008,Town and Fringe - Less Sparse,30UHGP,Halton-with-Aughton,Town and Fringe - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025131,Lancaster 005C,Town and Fringe - Less Sparse,30UHGX0001,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025131,Lancaster 005C,Town and Fringe - Less Sparse,30UHGX0003,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025131,Lancaster 005C,Town and Fringe - Less Sparse,30UHGX0009,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025131,Lancaster 005C,Town and Fringe - Less Sparse,30UHGX0011,Hamlet & Isolated Dwellings - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025131,Lancaster 005C,Town and Fringe - Less Sparse,30UHGX0012,Hamlet & Isolated Dwellings - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025133,Lancaster 005D,Town and Fringe - Less Sparse,30UHGX0004,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025133,Lancaster 005D,Town and Fringe - Less Sparse,30UHGX0005,Village - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025133,Lancaster 005D,Town and Fringe - Less Sparse,30UHGX0006,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025133,Lancaster 005D,Town and Fringe - Less Sparse,30UHGX0007,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005225,Lancaster 005,Town and Fringe - Less Sparse,E01025133,Lancaster 005D,Town and Fringe - Less Sparse,30UHGX0008,Town and Fringe - Less Sparse,30UHGX,Lower Lune Valley,"Village, Hamlet & Isolated Dwellings - Less Sparse"
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0003,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0014,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0017,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0022,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0023,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025112,Lancaster 006A,Urban > 10K - Less Sparse,30UHGQ0024,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0008,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0009,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0015,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0017,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0025,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025136,Lancaster 006B,Urban > 10K - Less Sparse,30UHGZ0028,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025138,Lancaster 006C,Urban > 10K - Less Sparse,30UHGZ0001,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025138,Lancaster 006C,Urban > 10K - Less Sparse,30UHGZ0013,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025138,Lancaster 006C,Urban > 10K - Less Sparse,30UHGZ0014,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025138,Lancaster 006C,Urban > 10K - Less Sparse,30UHGZ0016,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025138,Lancaster 006C,Urban > 10K - Less Sparse,30UHGZ0020,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0003,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0005,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0007,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0012,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0024,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025139,Lancaster 006D,Urban > 10K - Less Sparse,30UHGZ0027,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0002,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0010,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0021,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0022,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0023,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005226,Lancaster 006,Urban > 10K - Less Sparse,E01025140,Lancaster 006E,Urban > 10K - Less Sparse,30UHGZ0026,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025137,Lancaster 007A,Urban > 10K - Less Sparse,30UHGZ0004,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025137,Lancaster 007A,Urban > 10K - Less Sparse,30UHGZ0006,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025137,Lancaster 007A,Urban > 10K - Less Sparse,30UHGZ0011,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025137,Lancaster 007A,Urban > 10K - Less Sparse,30UHGZ0018,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025137,Lancaster 007A,Urban > 10K - Less Sparse,30UHGZ0019,Urban >10K - Less Sparse,30UHGZ,Poulton,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0001,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0007,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0009,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0010,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0012,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025162,Lancaster 007B,Urban > 10K - Less Sparse,30UHHG0016,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025163,Lancaster 007C,Urban > 10K - Less Sparse,30UHHG0008,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025163,Lancaster 007C,Urban > 10K - Less Sparse,30UHHG0011,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025163,Lancaster 007C,Urban > 10K - Less Sparse,30UHHG0013,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025163,Lancaster 007C,Urban > 10K - Less Sparse,30UHHG0014,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025163,Lancaster 007C,Urban > 10K - Less Sparse,30UHHG0015,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025164,Lancaster 007D,Urban > 10K - Less Sparse,30UHHG0003,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025164,Lancaster 007D,Urban > 10K - Less Sparse,30UHHG0017,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025164,Lancaster 007D,Urban > 10K - Less Sparse,30UHHG0018,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025164,Lancaster 007D,Urban > 10K - Less Sparse,30UHHG0020,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025164,Lancaster 007D,Urban > 10K - Less Sparse,30UHHG0021,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025165,Lancaster 007E,Urban > 10K - Less Sparse,30UHHG0019,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025165,Lancaster 007E,Urban > 10K - Less Sparse,30UHHG0022,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025165,Lancaster 007E,Urban > 10K - Less Sparse,30UHHG0024,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005227,Lancaster 007,Urban > 10K - Less Sparse,E01025165,Lancaster 007E,Urban > 10K - Less Sparse,30UHHG0025,Urban >10K - Less Sparse,30UHHG,Torrisholme,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0001,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0013,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0015,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0016,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0019,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025111,Lancaster 008A,Urban > 10K - Less Sparse,30UHGQ0020,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025113,Lancaster 008B,Urban > 10K - Less Sparse,30UHGQ0002,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025113,Lancaster 008B,Urban > 10K - Less Sparse,30UHGQ0006,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025113,Lancaster 008B,Urban > 10K - Less Sparse,30UHGQ0010,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025113,Lancaster 008B,Urban > 10K - Less Sparse,30UHGQ0011,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025113,Lancaster 008B,Urban > 10K - Less Sparse,30UHGQ0012,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025118,Lancaster 008C,Urban > 10K - Less Sparse,30UHGS0003,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025118,Lancaster 008C,Urban > 10K - Less Sparse,30UHGS0008,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025118,Lancaster 008C,Urban > 10K - Less Sparse,30UHGS0013,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025118,Lancaster 008C,Urban > 10K - Less Sparse,30UHGS0020,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025119,Lancaster 008D,Urban > 10K - Less Sparse,30UHGS0004,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025119,Lancaster 008D,Urban > 10K - Less Sparse,30UHGS0005,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025119,Lancaster 008D,Urban > 10K - Less Sparse,30UHGS0012,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025119,Lancaster 008D,Urban > 10K - Less Sparse,30UHGS0014,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005228,Lancaster 008,Urban > 10K - Less Sparse,E01025119,Lancaster 008D,Urban > 10K - Less Sparse,30UHGS0015,Urban >10K - Less Sparse,30UHGS,Heysham North,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0004,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0005,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0007,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0008,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0009,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
Lancashire,30UH,Lancaster,Significant Rural,E02005229,Lancaster 009,Urban > 10K - Less Sparse,E01025110,Lancaster 009A,Urban > 10K - Less Sparse,30UHGQ0018,Urban >10K - Less Sparse,30UHGQ,Harbour,Urban > 10k - Less Sparse
